Sub,Crse,Sec,Day,Time,Room,Instructor
CSC,215,01,TR,08:00 am-09:15 am,SCIENC 135,"Castro, N (P)"
CSC,230,01,MWF,11:00 am-11:50 am,SCIENC 135,"Rosiene, J (P)"
CSC,231,01,MWF,11:00 am-11:50 am,SCIENC 139,"Jahan, I (P)"
CSC,249,01,M,04:00 pm-06:45 pm,SCIENC 135,"Weselcouch, C (P)"
CSC,251,01,MWF,09:00 am-09:50 am,SCIENC 135,"Bondok, A (P)"
CSC,251,02,MWF,10:00 am-10:50 am,SCIENC 135,"Bondok, A (P)"
CSC,270,01,MWF,10:00 am-10:50 am,SCIENC 138,"Gao, K (P)"
CSC,270,02,MWF,02:00 pm-02:50 pm,SCIENC 138,"Gao, K (P)"
CSC,314,01,TR,02:00 pm-03:15 pm,SCIENC 138,"Dancik, G (P)"
CSC,335,01,MWF,10:00 am-10:50 am,SCIENC 133,"Rosiene, J (P)"
CSC,335,02,MWF,09:00 am-09:50 am,SCIENC 139,"Rosiene, J (P)"
CSC,340,01,MW,04:00 pm-05:15 pm,SCIENC 139,"Rosiene, J (P)"
CSC,360,01,TR,11:00 am-12:15 pm,SCIENC 135,"Elfouly, R (P)"
CSC,360,02,MW,04:00 pm-05:15 pm,SCIENC 133,"Shende, C (P)"
CSC,360,03,TR,04:00 pm-05:15 pm,SCIENC 135,"Soleymanpour, R (P)"
CSC,360,04,TR,12:30 pm-01:45 pm,SCIENC 138,"Elfouly, R (P)"
CSC,440,01,TR,02:00 pm-03:15 pm,SCIENC 139,"Tasneem, S (P)"
CSC,440,02,R,04:00 pm-06:45 pm,SCIENC 138,"Tasneem, S (P)"
CSC,445,01,MWF,11:00 am-11:50 am,SCIENC 138,"Gao, K (P)"
CSC,445,02,MW,04:00 pm-05:15 pm,SCIENC 138,"Gao, K (P)"
CSC,450,01,TR,09:30 am-10:45 am,SCIENC 138,"Dancik, G (P)"
CSC,480,01, ,TBA,TBA,"Rosiene, J (P)"
CSC,485,01, ,TBA,TBA,"Tasneem, S (P)"
CSC,490,01, ,TBA,TBA,"Dancik, G (P)"
CED,300,01, ,TBA,TBA,"Marrett, C (P)"
CRM,210,01,R,04:00 pm-06:45 pm,GODDAR 223,"Kurti, M (P)"
CRM,320,01,MWF,11:00 am-11:50 am,WEBB 313,"Pesta, R (P)"
CRM,320,02,MWF,12:00 pm-12:50 pm,WEBB 313,"Pesta, R (P)"
CRM,410,01,MWF,10:00 am-10:50 am,WEBB 313,"Pesta, R (P)"
CRM,450,01,W,04:00 pm-06:45 pm,WEBB 313,"Lugo, W (P)"
CRM,450,02,W,07:00 pm-09:45 pm,WEBB 313,"Lugo, W (P)"
CRM,475,01V,M,08:00 am-08:50 am,WEBB 215,"Severance, T (P)"
CRM,480,01, ,TBA,TBA,"Pesta, R (P)"
CRM,480,02, ,TBA,TBA,"Kurti, M (P)"
CRM,480,03, ,TBA,TBA,"Lugo, W (P)"
CRM,480,04, ,TBA,TBA,"Severance, T (P)"
CRM,480,05, ,TBA,TBA,"Severance, T (P)"
CRM,490,01, ,TBA,TBA,"Severance, T (P)"
CRM,490,02, ,TBA,TBA,"Severance, T (P)"
DNC,395,01,W,02:00 pm-03:30 pm,FAIC 219,TBA
DNC,480,01, ,TBA,TBA,TBA
DSC,501,E25, ,TBA,ONLINE,"Davis, M (P)"
DSC,503,E25, ,TBA,ONLINE,"Liu, X (P)"
DSC,503,E26, ,TBA,ONLINE,"Liu, X (P)"
DSC,504,E25, ,TBA,ONLINE,"Davis, M (P)"
DSC,505,E25, ,TBA,ONLINE,"Busi, J (P)"
DSC,508,E25, ,TBA,ONLINE,"Turgeon, K (P)"
ECE,215,01,TR,02:00 pm-03:15 pm,CECE 170,"Bouley, T (P)"
ECE,301,01, ,TBA,TBA,"Drewry, T (P)"
ECE,330,01,T,09:30 am-12:15 pm,CECE 175,"Swaminathan, S (P)"
ECE,355,01,R,09:30 am-12:15 pm,CECE 175,"Bouley, T (P)"
ECE,400,01,T,04:00 pm-06:45 pm,CECE 175,"Bouley, T (P)"
ECE,401,01, ,TBA,TBA,"Swaminathan, S (P)"
ECE,405,01X,M,04:00 pm-06:45 pm,CECE 167,"LaPorte, K (P)"
ECE,410,01X,W,04:00 pm-06:45 pm,CECE 175,"Rezai, N (P)"
ECE,420,01X,M,04:00 pm-06:45 pm,CECE 175,"Lee, K (P)"
ECE,425,01, ,TBA,TBA,TBA
ECE,445,01,MTWRF,08:00 am-03:30 pm,TBA,"Dunnack, S (P)"
ECE,480,01, ,TBA,TBA,"Bouley, T (P)"
ECE,490,01, ,TBA,TBA,TBA
ECE,501,01X,W,04:00 pm-06:45 pm,CECE 175,"Rezai, N (P)"
ECE,505,01X,M,04:00 pm-06:45 pm,CECE 175,"Lee, K (P)"
ECE,506,01X,M,04:00 pm-06:45 pm,CECE 167,"LaPorte, K (P)"
ECE,514,01, ,TBA,TBA,TBA
ECE,516,01, ,TBA,TBA,"Bouley, T (P)"
ECE,565,01,MTWRF,08:00 am-03:30 pm,TBA,"Peacock, J (P)"
ECE,566,01, ,TBA,TBA,"Dunnack, S (P)"
ECE,696,01, ,TBA,TBA,"Swaminathan, S (P)"
ECO,100,01,TR,12:30 pm-01:45 pm,COMBLD 108,"Montemerlo, J (P)"
ECO,100,02,MWF,01:00 pm-01:50 pm,COMBLD 201,"Karrenberg, J (P)"
ECO,100,03,MWF,02:00 pm-02:50 pm,COMBLD 201,"Karrenberg, J (P)"
ECO,200,01,MWF,11:00 am-11:50 am,COMBLD 109,"Ndiaye, M (P)"
ECO,200,02,MWF,10:00 am-10:50 am,GODDAR 203,"Cunningham, B (P)"
ECO,200,03,TR,09:30 am-10:45 am,GODDAR 201,"Forte, W (P)"
ECO,200,04,TR,11:00 am-12:15 pm,GODDAR 201,"Forte, W (P)"
ECO,201,01,MWF,12:00 pm-12:50 pm,GODDAR 203,"Ndiaye, M (P)"
ECO,201,02,MWF,01:00 pm-01:50 pm,GODDAR 203,"Ndiaye, M (P)"
ECO,201,03,MWF,09:00 am-09:50 am,GODDAR 201,"Volkman, V (P)"
ECO,201,04,TR,09:30 am-10:45 am,GODDAR 216,"Montemerlo, J (P)"
ECO,201,05,TR,11:00 am-12:15 pm,GODDAR 216,"Goodman, D (P)"
ECO,201,06,TR,02:00 pm-03:15 pm,GODDAR 203,"Eckenroth, G (P)"
ECO,201,07,M,04:00 pm-06:45 pm,GODDAR 208,"Saponaro, J (P)"
ECO,215,01,TR,11:00 am-12:15 pm,SCIENC 238,"Weir, L (P)"
ECO,215,02,TR,12:30 pm-01:45 pm,SCIENC 238,"Weir, L (P)"
ECO,301,01,MWF,09:00 am-09:50 am,GODDAR 223,"Ndiaye, M (P)"
ECO,305,01,MWF,10:00 am-10:50 am,WEBB 307,"Volkman, V (P)"
ECO,325,01,MWF,12:00 pm-12:50 pm,COMBLD 201,"Cunningham, B (P)"
ECO,325,02,MWF,11:00 am-11:50 am,COMBLD 201,"Cunningham, B (P)"
ECO,331,01,TR,09:30 am-10:45 am,COMBLD 107,"Goodman, D (P)"
ECO,479,01X,TR,09:30 am-10:45 am,GODDAR 203,"Clifford, M (P)"
ECO,479,02X,W,04:00 pm-06:45 pm,COMBLD 108,"Peteros, R (P)"
ECO,479,03X,TR,08:00 am-09:15 am,GODDAR 203,"Clifford, M (P)"
ECO,480,01, ,TBA,TBA,"Clifford, M (P)"
ECO,480,02, ,TBA,TBA,"Clifford, M (P)"
ECO,480,03, ,TBA,TBA,"Clifford, M (P)"
ECO,480,04, ,TBA,TBA,"Clifford, M (P)"
ECO,480,05, ,TBA,TBA,"Clifford, M (P)"
ECO,490,01, ,TBA,TBA,TBA
ECO,492,01, ,TBA,TBA,TBA
EDU,200,01,TR,11:00 am-12:15 pm,SCIENC 117,"Roberts, T (P)"
EDU,200,02,TR,02:00 pm-03:15 pm,CECE 167,"Lee, K (P)"
EDU,222,01,TR,11:00 am-12:15 pm,CECE 170,"Rodriguez, L (P)"
EDU,222,02,TR,08:00 am-09:15 am,WEBB 317,"Tomanelli, J (P)"
EDU,222,03,W,07:00 pm-09:45 pm,CECE 167,"Galvez, D (P)"
EDU,301,01, ,TBA,TBA,"Drewry, T (P)"
EDU,357,01,T,04:00 pm-06:45 pm,WEBB 210,"White, J (P)"
EDU,357,02,W,04:00 pm-06:45 pm,WEBB 210,"Stoloff, D (P)"
EDU,357,03,R,04:00 pm-06:45 pm,WEBB 210,"Liu, X (P)"
EDU,357,04,TR,02:00 pm-03:15 pm,COMBLD 108,"Rodriguez, L (P)"
EDU,401,01, ,TBA,TBA,"Drewry, T (P)"
EDU,404,01,F,12:00 pm-02:45 pm,WEBB 113,"Liu, X (P)"
EDU,405,01,R,04:00 pm-06:45 pm,WEBB 212,"Zablonski, M (P)"
EDU,410,01X,M,04:00 pm-06:45 pm,WEBB 215,"Dziavit, K (P)"
EDU,412,01,T,04:00 pm-06:45 pm,WEBB 215,"Cook, K (P)"
EDU,417,01,M,12:00 pm-02:45 pm,WEBB 113,"Richards, S (P)"
EDU,425,01X,T,04:00 pm-06:45 pm,SCIENC 432,"Rodriguez, L (P)"
EDU,425,02X,M,07:00 pm-09:45 pm,COMBLD 108,"Fabrizi, M (P)"
EDU,450,01, ,TBA,TBA,TBA
EDU,451,01, ,TBA,TBA,TBA
EDU,465,01X,M,07:00 pm-09:45 pm,WEBB 113,"Richards, S (P)"
EDU,465,02X,T,07:00 pm-09:45 pm,WEBB 213,"LaPorte, K (P)"
EDU,470,01,MTWRF,08:00 am-03:30 pm,TBA,"Zimmitti, L (P)"
EDU,471,01,MTWRF,08:00 am-03:30 pm,TBA,"Peacock, J (P)"
EDU,480,01, ,TBA,TBA,"Fabrizi, M (P)"
EDU,480,02, ,TBA,TBA,"Moorehead, T (P)"
EDU,480,03, ,TBA,TBA,"Richards, S (P)"
EDU,480,04, ,TBA,TBA,"Richards, S (P)"
EDU,490,01, ,TBA,TBA,"Ruddy, J (P)"
EDU,501,01, ,TBA,TBA,"LaMarche, L (P)"
EDU,502,01, ,TBA,TBA,"Espinoza, A (P)"
EDU,505,E25, ,TBA,TBA,"Galvez, D (P)"
EDU,510,01X,M,04:00 pm-06:45 pm,WEBB 215,"Dziavit, K (P)"
EDU,511,E25, ,TBA,ONLINE,"Stoloff, D (P)"
EDU,516,01,W,04:00 pm-06:45 pm,WEBB 113,"Richards, S (P)"
EDU,521,01, ,TBA,TBA,"Peacock, J (P)"
EDU,523,01, ,TBA,TBA,"Ashton, F (P)"
EDU,525,01X,T,04:00 pm-06:45 pm,SCIENC 432,"Rodriguez, L (P)"
EDU,525,02X,M,07:00 pm-09:45 pm,COMBLD 108,"Fabrizi, M (P)"
EDU,555,E25, ,TBA,ONLINE,"Stoloff, D (P)"
EDU,565,01X,M,07:00 pm-09:45 pm,WEBB 113,"Richards, S (P)"
EDU,565,02X,T,07:00 pm-09:45 pm,WEBB 213,"LaPorte, K (P)"
EDU,571,01,MTWRF,08:00 am-03:30 pm,TBA,"Ashton, F (P)"
EDU,573,01,MTWRF,08:00 am-03:30 pm,TBA,"Espinoza, A (P)"
EDU,582,H01, ,TBA,ONLINE,"Roberts, T (P)"
EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215,"Roberts, T (P)"
EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215,"Roberts, T (P)"
EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215,"Roberts, T (P)"
EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215,"Roberts, T (P)"
EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215,"Roberts, T (P)"
EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215,"Roberts, T (P)"
EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215,"Roberts, T (P)"
EDU,582,H01,R,04:00 pm-06:45 pm,WEBB 215,"Roberts, T (P)"
EDU,612,E25, ,TBA,TBA,"Lee, K (P)"
EDU,632,E25, ,TBA,TBA,"Moorehead, T (P)"
EDU,680,E25, ,TBA,ONLINE,"Moorehead, T (P)"
EDU,692,01,MTWRF,08:00 am-03:30 pm,TBA,TBA
EDU,692,02,MTWRF,08:00 am-03:30 pm,TBA,TBA
EDU,694,01,MTWRF,08:00 am-03:30 pm,TBA,"Robinson, M (P)"
EDU,694,02,MTWRF,08:00 am-03:30 pm,TBA,"Robinson, M (P)"
EDU,695,01, ,TBA,TBA,TBA
EDU,696,01, ,TBA,TBA,"Rodriguez, L (P)"
EDU,696,02, ,TBA,TBA,"Galvez, D (P)"
EDU,696,03, ,TBA,TBA,"Vijayasekar, J (P)"
EDU,696,04, ,TBA,TBA,"Cruz, D (P)"
EDU,696,05, ,TBA,TBA,"Stoloff, D (P)"
EDU,696,06, ,TBA,TBA,"Fabrizi, M (P)"
EDU,696,07, ,TBA,TBA,"Richards, S (P)"
EDU,696,08, ,TBA,TBA,"Bouley, T (P)"
EDU,697,E25, ,TBA,ONLINE,"Swaminathan, S (P)"
EDU,698,01, ,TBA,TBA,TBA
ENG,100,01,TR,08:00 am-09:15 am,WEBB 206,"Otero, M (P)"
ENG,100,02,TR,09:30 am-10:45 am,WEBB 206,"Otero, M (P)"
ENG,100,03,MWF,01:00 pm-01:50 pm,WEBB 206,"Johnson, S (P)"
ENG,100,04,TR,11:00 am-12:15 pm,SCIENC 233,"Szymkiewicz, R (P)"
ENG,100,05,MWF,11:00 am-11:50 am,WEBB 206,"Cassidy, S (P)"
ENG,100,06,TR,04:00 pm-05:15 pm,WEBB 206,"Eves, K (P)"
ENG,100,07,MWF,12:00 pm-12:50 pm,WEBB 206,"Reynolds, J (P)"
ENG,100,08,MWF,11:00 am-11:50 am,SCIENC 233,"Reynolds, J (P)"
ENG,100,09,MWF,10:00 am-10:50 am,WEBB 206,"Long, E (P)"
ENG,100,10,TR,09:30 am-10:45 am,SCIENC 233,"Congdon, V (P)"
ENG,100,11,TR,11:00 am-12:15 pm,SCIENC 133,"Luxenberg, H (P)"
ENG,100P,01,TR,09:30 am-10:45 am,WEBB 316,"McNeil, K (P)"
ENG,100P,01,W,09:00 am-10:40 am,WEBB 316,"McNeil, K (P)"
ENG,100P,02,TR,11:00 am-12:15 pm,WEBB 316,"McNeil, K (P)"
ENG,100P,02,W,11:00 am-12:40 pm,WEBB 316,"McNeil, K (P)"
ENG,100P,03,M,02:00 pm-03:40 pm,WEBB 316,"Luxenberg, H (P)"
ENG,100P,03,TR,02:00 pm-03:15 pm,WEBB 316,"Luxenberg, H (P)"
ENG,100P,04,TR,04:00 pm-05:15 pm,WEBB 316,"Quick, B (P)"
ENG,100P,04,W,04:00 pm-05:40 pm,WEBB 316,"Quick, B (P)"
ENG,100P,05,TR,12:30 pm-01:45 pm,WEBB 316,"Szymkiewicz, R (P)"
ENG,100P,05,W,01:00 pm-02:40 pm,WEBB 316,"Szymkiewicz, R (P)"
ENG,100P,06,MF,11:00 am-12:40 pm,WEBB 307,"Johnson, S (P)"
ENG,100P,06,W,11:00 am-11:50 am,WEBB 307,"Johnson, S (P)"
ENG,125,01,TR,04:00 pm-05:15 pm,WEBB 216,"Mama, R (P)"
ENG,125,02,TR,02:00 pm-03:15 pm,WEBB 210,"Mama, R (P)"
ENG,177,01,TR,12:30 pm-01:45 pm,WEBB 212,"Clermont-Ferrand, M (P)"
ENG,190,01,TR,09:30 am-10:45 am,SCIENC 134,"Ferruci, S (P)"
ENG,190,02,TR,11:00 am-12:15 pm,WEBB 213,"Ferruci, S (P)"
ENG,201,01,MWF,11:00 am-11:50 am,WEBB 114,"Taylor, M (P)"
ENG,201,02,MWF,12:00 pm-12:50 pm,WEBB 114,"Youngblood, J (P)"
ENG,205,01,TR,08:00 am-09:15 am,WEBB 112,"Terry, B (P)"
ENG,205,02,MWF,09:00 am-09:50 am,LIBRAR 266,"Taylor, M (P)"
ENG,205,03,TR,09:30 am-10:45 am,WEBB 112,"Terry, B (P)"
ENG,207,01,TR,02:00 pm-03:15 pm,WEBB 115,"DeRosa, S (P)"
ENG,215,01,TR,12:30 pm-01:45 pm,COMBLD 201,"McNeil, K (P)"
ENG,223,02,MWF,11:00 am-11:50 am,WEBB 214,"Speicher, A (P)"
ENG,225,01,TR,05:30 pm-06:45 pm,WEBB 216,"Mama, R (P)"
ENG,238,01,TR,02:00 pm-03:15 pm,WEBB 206,"Donaghy, D (P)"
ENG,241,01,MWF,09:00 am-09:50 am,WEBB 213,"Del Rio, J (P)"
ENG,241,02,MWF,10:00 am-10:50 am,WEBB 213,"Del Rio, J (P)"
ENG,241,03,TR,02:00 pm-03:15 pm,WEBB 212,"Clermont-Ferrand, M (P)"
ENG,255,01,MWF,09:00 am-09:50 am,COMBLD 218,"Flood, R (P)"
ENG,257,01,MWF,01:00 pm-01:50 pm,WEBB 313,"Chirico, M (P)"
ENG,260,01X,TR,12:30 pm-01:45 pm,GODDAR 208,"Abbatemarco, A (P)"
ENG,260,02X,TR,11:00 am-12:15 pm,GODDAR 208,"Abbatemarco, A (P)"
ENG,260,03X,MWF,09:00 am-09:50 am,WEBB 113,"Rochon, R (P)"
ENG,301,01,TR,02:00 pm-03:15 pm,LIBRAR 266,"Torockio, C (P)"
ENG,302,01,TR,11:00 am-12:15 pm,SCIENC 134,"Donaghy, D (P)"
ENG,308,01X,M,04:00 pm-06:45 pm,FAIC 115,"Flood, R (P)"
ENG,328,01,MWF,01:00 pm-01:50 pm,WEBB 215,"Speicher, A (P)"
ENG,330,01,MF,02:00 pm-03:15 pm,WEBB 114,"Youngblood, J (P)"
ENG,337,01,TR,04:00 pm-05:15 pm,WEBB 114,"Clermont-Ferrand, M (P)"
ENG,338,01,TR,12:30 pm-01:45 pm,SCIENC 416,"Otero, M (P)"
ENG,341,01,TR,02:00 pm-03:15 pm,SCIENC 416,"Otero, M (P)"
ENG,353,01,TR,12:30 pm-01:45 pm,SCIENC 231,"Mama, R (P)"
ENG,372,01,W,04:00 pm-06:45 pm,WEBB 112,"Torockio, C (P)"
ENG,380,01,W,04:00 pm-06:45 pm,WEBB 115,"DeRosa, S (P)"
ENG,382,01,TR,12:30 pm-01:45 pm,SCIENC 134,"Donaghy, D (P)"
ENG,461,01,M,04:00 pm-06:45 pm,COMBLD 219,"Chirico, M (P)"
ENG,462,01,T,04:00 pm-06:45 pm,WEBB 213,"Torockio, C (P)"
ENG,462,02,W,04:00 pm-06:45 pm,WEBB 213,"Clermont-Ferrand, M (P)"
ENG,480,01, ,TBA,TBA,"Donaghy, D (P)"
ENG,480,02, ,TBA,TBA,"Clermont-Ferrand, M (P)"
ENG,480,03, ,TBA,TBA,"Chirico, M (P)"
ENG,481,01, ,TBA,TBA,"Chirico, M (P)"
ENG,485,01, ,TBA,TBA,TBA
ENG,491,01, ,TBA,TBA,TBA
ENG,492,01, ,TBA,TBA,TBA
ENG,493,01, ,TBA,TBA,"Torockio, C (P)"
ENG,493,02, ,TBA,TBA,"Speicher, A (P)"
ENG,493,03, ,TBA,TBA,"Donaghy, D (P)"
ENG,493,04, ,TBA,TBA,"DeRosa, S (P)"
ENG,494,01, ,TBA,TBA,"Clermont-Ferrand, M (P)"
ENG,494,02, ,TBA,TBA,"Otero, M (P)"
ENG,494,03, ,TBA,TBA,"DeRosa, S (P)"
ENG,494,04, ,TBA,TBA,"Clermont-Ferrand, M (P)"
ENG,494,05, ,TBA,TBA,"Chirico, M (P)"
ENG,495,01, ,TBA,TBA,"Donaghy, D (P)"
ENG,495,02, ,TBA,TBA,"Clermont-Ferrand, M (P)"
ENG,495,03, ,TBA,TBA,"Donaghy, D (P)"
ENG,495,04, ,TBA,TBA,"Speicher, A (P)"
ENG,495,05, ,TBA,TBA,"Ferruci, S (P)"
ENG,499,01, ,TBA,TBA,"Speicher, A (P)"
ENG,499,02, ,TBA,TBA,"Clermont-Ferrand, M (P)"
ENG,499,03, ,TBA,TBA,"Ferruci, S (P)"
ENG,499,04, ,TBA,TBA,"Torockio, C (P)"
ENG,499,05, ,TBA,TBA,"DeRosa, S (P)"
EES,104,01,TR,09:30 am-10:45 am,SCIENC 236,"Cunningham, W (P)"
EES,104,02,TR,11:00 am-12:15 pm,SCIENC 215,"Oakley, B (P)"
EES,112,01,W,05:30 pm-07:15 pm,SCIENC 236,"Tran, L (P)"
EES,112,02,T,05:30 pm-07:15 pm,SCIENC 215,"Tran, L (P)"
EES,130,01,MWF,09:00 am-09:50 am,SCIENC 216,"Drzewiecki, P (P)"
EES,130,01,M,02:00 pm-04:50 pm,SCIENC 216,"Drzewiecki, P (P)"
EES,200,01,T,04:00 pm-06:45 pm,SCIENC 236,"Sandeen, J (P)"
EES,200,02,MWF,11:00 am-11:50 am,SCIENC 236,"Nathan, S (P)"
EES,204,01,TR,12:30 pm-01:45 pm,SCIENC 236,"DeLima, L (P)"
EES,204,02,TR,11:00 am-12:15 pm,SCIENC 236,"DeLima, L (P)"
EES,205,01,MWF,10:00 am-10:50 am,SCIENC 236,"Nathan, S (P)"
EES,205,02,W,07:00 pm-09:45 pm,SCIENC 114,"Khade, V (P)"
EES,207,01,R,04:00 pm-05:50 pm,SCIENC 417,"Carlson, H (P)"
EES,207,02,T,04:00 pm-05:50 pm,SCIENC 417,"Carlson, H (P)"
EES,207,03,W,04:00 pm-05:50 pm,SCIENC 417,"Carlson, H (P)"
EES,224,01,TR,09:30 am-10:45 am,SCIENC 215,"Hyatt, D (P)"
EES,224,01A,W,02:00 pm-04:50 pm,SCIENC 219,"Hyatt, D (P)"
EES,224,01A,W,02:00 pm-04:50 pm,SCIENC 215,"Hyatt, D (P)"
EES,224,01B,T,02:00 pm-04:50 pm,SCIENC 219,"Hyatt, D (P)"
EES,224,01B,T,02:00 pm-04:50 pm,SCIENC 215,"Hyatt, D (P)"
EES,271,H01,T,05:30 pm-06:15 pm,SCIENC 232,"Cunningham, W (P), Drzewiecki, P"
EES,271,H01, ,TBA,ONLINE,"Cunningham, W (P), Drzewiecki, P"
EES,300,01,MW,05:30 pm-06:45 pm,SCIENC 215,"Metcalf, M (P)"
EES,301,01,W,01:00 pm-03:50 pm,SCIENC 233,"Metcalf, M (P)"
EES,322,01,MW,04:00 pm-05:15 pm,SCIENC 202,"Metcalf, M (P)"
EES,322,01,M,01:00 pm-03:50 pm,SCIENC 202,"Metcalf, M (P)"
EES,323,01,W,04:00 pm-06:45 pm,SCIENC 233,"Nichols, S (P)"
EES,330,01,TR,11:00 am-12:15 pm,SCIENC 232,"Cunningham, W (P)"
EES,330,01,T,12:30 pm-03:20 pm,SCIENC 232,"Cunningham, W (P)"
EES,333,01,W,01:00 pm-01:50 pm,SCIENC 232,"Cunningham, W (P)"
EES,392,01, ,TBA,TBA,"Hyatt, D (P)"
EES,402,01,MWF,09:00 am-09:50 am,SCIENC 236,"Nathan, S (P)"
EES,402,01,MWF,09:00 am-09:50 am,SCIENC 219,"Nathan, S (P)"
EES,441,01,R,02:00 pm-04:50 pm,SCIENC 219,"Hyatt, D (P)"
EES,456,01,TR,09:30 am-10:45 am,SCIENC 216,"Oakley, B (P)"
EES,480,01, ,TBA,TBA,"Metcalf, M (P)"
EES,480,02, ,TBA,TBA,"Metcalf, M (P)"
EES,480,03, ,TBA,TBA,"Metcalf, M (P)"
EES,480,04, ,TBA,TBA,"Oakley, B (P)"
EES,486,01, ,TBA,TBA,TBA
EES,490,01, ,TBA,TBA,TBA
EES,491,01, ,TBA,TBA,"Oakley, B (P)"
EHS,210,01,TR,12:30 pm-01:45 pm,SCIENC 202,"Chadwick, J (P)"
EHS,480,01, ,TBA,TBA,TBA
EHS,494,01, ,TBA,TBA,TBA
FLM,219,01X,M,04:00 pm-06:45 pm,WEBB 112,"Erik-Soussi, A (P)"
FLM,220,01X,T,07:00 pm-09:45 pm,COMBLD 114D,"Ammari, M (P)"
FLM,220,01X,T,07:00 pm-09:45 pm,COMBLD 114D,"Ammari, M (P)"
FLM,220,01X,T,07:00 pm-09:45 pm,COMBLD 114D,"Ammari, M (P)"
FLM,220,02X,M,04:00 pm-06:45 pm,COMBLD 114D,"Carlson, R (P)"
FLM,220,02X,M,04:00 pm-06:45 pm,COMBLD 114D,"Carlson, R (P)"
FLM,220,02X,M,04:00 pm-06:45 pm,COMBLD 114D,"Carlson, R (P)"
FLM,220,03X,T,04:00 pm-06:45 pm,COMBLD 114D,"Ammari, M (P)"
FLM,220,03X,T,04:00 pm-06:45 pm,COMBLD 114D,"Ammari, M (P)"
FLM,220,03X,T,04:00 pm-06:45 pm,COMBLD 114D,"Ammari, M (P)"
FLM,220,04X,TR,11:00 am-12:15 pm,COMBLD 226,"Day, B (P)"
FLM,223,01X,M,12:00 pm-02:45 pm,GODDAR 200,"Bacholle, M (P)"
FLM,223,02X,W,12:00 pm-02:45 pm,GODDAR 200,"Bacholle, M (P)"
FLM,321,01,R,07:00 pm-09:45 pm,COMBLD 107,"Collins, G (P)"
FLM,380,01X,TR,02:00 pm-03:50 pm,FAIC 115,"Day, B (P)"
FIN,245,01,MWF,11:00 am-11:50 am,GODDAR 202,"Kyei, I (P)"
FIN,245,02,MWF,12:00 pm-12:50 pm,GODDAR 202,"Ryen, S (P)"
FIN,245,03,TR,11:00 am-12:15 pm,GODDAR 203,"Kyei, I (P)"
FIN,245,06,MWF,10:00 am-10:50 am,GODDAR 202,"Kyei, I (P)"
FIN,335,01,M,04:00 pm-06:45 pm,GODDAR 203,"Kyei, I (P)"
FIN,347,01,MWF,01:00 pm-01:50 pm,WEBB 210,"Ryen, S (P)"
FIN,350,01,T,04:00 pm-06:45 pm,COMBLD 218,"Days-Luketich, P (P)"
FIN,438,01,W,07:00 pm-09:45 pm,GODDAR 200,"Clifford, M (P)"
FIN,445,01,TR,11:00 am-12:15 pm,COMBLD 109,"Liang, L (P)"
FIN,445,02,TR,09:30 am-10:45 am,COMBLD 109,"Liang, L (P)"
FIN,446,01,TR,02:00 pm-03:15 pm,GODDAR 200,"Liang, L (P)"
FIN,462,01X,TR,09:30 am-10:45 am,GODDAR 203,"Clifford, M (P)"
FIN,462,02X,W,04:00 pm-06:45 pm,COMBLD 108,"Peteros, R (P)"
FIN,462,03X,TR,08:00 am-09:15 am,GODDAR 203,"Clifford, M (P)"
FIN,480,01, ,TBA,TBA,TBA
FIN,490,01V,R,04:00 pm-05:15 pm,COMBLD 218,"Eckenroth, G (P)"
FIN,492,01, ,TBA,TBA,TBA
FRE,120,01,MWF,11:00 am-11:50 am,GODDAR 200,"Bacholle, M (P)"
FRE,223,01X,M,12:00 pm-02:45 pm,GODDAR 200,"Bacholle, M (P)"
FRE,223,02X,W,12:00 pm-02:45 pm,GODDAR 200,"Bacholle, M (P)"
FRE,480,01, ,TBA,TBA,TBA
FRE,492,01, ,TBA,TBA,"Dahmani, F (P)"
FRE,492,02, ,TBA,TBA,"Dahmani, F (P)"
GEO,100,01,MWF,10:00 am-10:50 am,GODDAR 201,"Michimi, A (P)"
GEO,331,01,TR,09:30 am-10:45 am,LIBRAR 436,"Clements, S (P)"
GEO,332,01,MWF,09:00 am-09:50 am,GODDAR 208,"Michimi, A (P)"
GEO,480,01, ,TBA,TBA,TBA
HPE,104,01,M,04:00 pm-06:45 pm,GODDAR 201,"DiFranco, A (P)"
HPE,104,02,W,04:00 pm-06:45 pm,GODDAR 202,"Woodmansee, K (P)"
HPE,104,03,R,04:00 pm-06:45 pm,GODDAR 200,"Vogt, D (P)"
HPE,104,04,W,04:00 pm-06:45 pm,GODDAR 201,"Fresco-Hawes, C (P)"
HPE,104,05,T,04:00 pm-06:45 pm,GODDAR 200,"Henry, J (P)"
HPE,104,06,TR,09:30 am-10:45 am,CECE 167,"Robert, D (P)"
HPE,104,07,TR,11:00 am-12:15 pm,CECE 167,"Robert, D (P)"
HPE,104,08,M,04:00 pm-06:45 pm,GODDAR 202,"Henry, J (P)"
